2019-07-15 10:06:50.289 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.ming.MingApplicationTests], using SpringBootContextLoader
2019-07-15 10:06:50.297 [main] INFO  o.s.test.context.support.AbstractContextLoader-Could not detect default resource locations for test class [com.example.ming.MingApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-07-15 10:06:50.298 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils-Could not detect default configuration classes for test class [com.example.ming.MingApplicationTests]: MingApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-07-15 10:06:50.472 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Found @SpringBootConfiguration com.example.ming.MingApplication for test class com.example.ming.MingApplicationTests
2019-07-15 10:06:50.650 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-07-15 10:06:50.680 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4944252c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@44821a96, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@a3d8174, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1ba9117e, org.springframework.test.context.support.DirtiesContextTestExecutionListener@732c2a62, org.springframework.test.context.transaction.TransactionalTestExecutionListener@272ed83b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@41fecb8b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@120f102b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@625732, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@51dcb805, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@66498326, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@cad498c]
2019-07-15 10:06:51.156 [main] INFO  com.example.ming.MingApplicationTests-Starting MingApplicationTests on DESKTOP-PU4QPIV with PID 6856 (started by nikekun in F:\ming)
2019-07-15 10:06:51.157 [main] INFO  com.example.ming.MingApplicationTests-The following profiles are active: test
2019-07-15 10:06:52.299 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner-No MyBatis mapper was found in '[com.example.ming]' package. Please check your configuration.
2019-07-15 10:06:52.779 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker-Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$b59f8ada] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-07-15 10:06:53.501 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping-Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-07-15 10:06:54.193 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor-Initializing ExecutorService 'applicationTaskExecutor'
2019-07-15 10:06:54.912 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper-Context refreshed
2019-07-15 10:06:54.951 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper-Found 1 custom documentation plugin(s)
2019-07-15 10:06:55.001 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner-Scanning for api listing references
2019-07-15 10:06:55.229 [main] INFO  com.example.ming.MingApplicationTests-Started MingApplicationTests in 4.495 seconds (JVM running for 5.686)
2019-07-15 10:06:55.645 [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor-Shutting down ExecutorService 'applicationTaskExecutor'
