2019-07-16 15:47:58.843 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.ming.MingApplicationTests], using SpringBootContextLoader
2019-07-16 15:47:58.849 [main] INFO  o.s.test.context.support.AbstractContextLoader-Could not detect default resource locations for test class [com.example.ming.MingApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-07-16 15:47:58.850 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils-Could not detect default configuration classes for test class [com.example.ming.MingApplicationTests]: MingApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-07-16 15:47:58.985 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Found @SpringBootConfiguration com.example.ming.MingApplication for test class com.example.ming.MingApplicationTests
2019-07-16 15:47:59.132 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-07-16 15:47:59.154 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@a3d8174, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1ba9117e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@732c2a62, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@272ed83b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@41fecb8b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@120f102b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@625732, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@51dcb805, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@66498326, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@cad498c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1e6454ec, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@2accdbb5]
2019-07-16 15:47:59.566 [main] INFO  com.example.ming.MingApplicationTests-Starting MingApplicationTests on DESKTOP-PU4QPIV with PID 13516 (started by nikekun in F:\ming)
2019-07-16 15:47:59.566 [main] INFO  com.example.ming.MingApplicationTests-The following profiles are active: test
2019-07-16 15:48:00.645 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner-No MyBatis mapper was found in '[com.example.ming]' package. Please check your configuration.
2019-07-16 15:48:01.051 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker-Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$49817678] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-07-16 15:48:01.690 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping-Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
